// Note : Å°(ID)¿Í ³»¿ëÀº ¹Ýµå½Ã ÅÇÀ¸·Î ±¸ºÐµÇ¾î¾ß ÇÕ´Ï´Ù.
//
IN_000_000	Swords [Dex]
ID_115_177	
IN_115_178	Short Hood B [F][15D]
ID_115_178	
IN_115_179	Short Hood C [F][15D]
ID_115_179	
IN_115_180	Sunglasses No.1[[Black]
ID_115_180	
IN_115_181	Sunglasses No.1[[Red]
ID_115_181	
IN_115_182	Sunglasses No.1[[Blue]
ID_115_182	
IN_115_183	Sunglasses No.2[[Black]
ID_115_183	
IN_115_184	Sunglasses No.2[[Red]
ID_115_184	
IN_115_185	Sunglasses No.2[[Blue]
ID_115_185	
IN_115_186	HairBand type 1 [M][15D]
ID_115_186	
IN_115_187	HairBand type 2 [M][15D]
ID_115_187	
IN_115_188	HairBand type 3 [M][15D]
ID_115_188	
IN_115_189	HairBand type 1 [F][15D]
ID_115_189	
IN_115_190	HairBand type 2 [F][15D]
ID_115_190	
IN_115_191	HairBand type 3 [F][15D]
ID_115_191	
IN_115_300	Toul Necklace[30D]
ID_115_300	
IN_115_301	Wane Necklace[30D]
ID_115_301	
IN_115_302	Cumora Necklace[30D]
ID_115_302	
IN_115_303	Daran Neckalce[30D]
ID_115_303	
IN_115_304	Byna Necklace[30D]
ID_115_304	
IN_115_305	Ring of Dark Light [1D]
ID_115_305	
IN_115_306	Ring of Dark Light [7D]
ID_115_306	
IN_115_307	Ring of Dark Light [30D]
ID_115_307	
IN_116_000	Premium Weapons
ID_116_000	
IN_116_041	
ID_116_041	
IN_116_042	
ID_116_042	
IN_117_000	Premium Items
ID_117_000	
IN_117_001	Red Crackers
ID_117_001	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_002	Yellow Crackers
ID_117_002	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_003	Blue Crackers
ID_117_003	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_004	Fireworks Display
ID_117_004	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_005	Megaphone [10]
ID_117_005	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_006	Megaphone [20]
ID_117_006	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_007	Megaphone [15]
ID_117_007	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_008	Megaphone [30]
ID_117_008	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_009	Bus Card [7D]
ID_117_009	Infinite public transport travel for 7 Days
IN_117_010	Bus Card  [15]
ID_117_010	Travel 15 times using public transport
IN_117_011	Bus Card [15D]
ID_117_011	Infinite public transport travel for 15 Days
IN_117_012	Bus Card [30D]
ID_117_012	Infinite public transport travel for 30 Days
IN_117_013	Start Point Pass [3]
ID_117_013	Allows character to go back to the starting point
IN_117_014	Start Point Pass [15]
ID_117_014	Allows character to go back to the starting point
IN_117_015	Start Point Pass [7D]
ID_117_015	Allows character to infinitely go back to the starting point for 7 days
IN_117_016	Start Point Pass [15D]
ID_117_016	Allows character to infinitely go back to the starting point for 15 days
IN_117_017	Start Point Pass [30D]
ID_117_017	Allows character to infinitely go back to the starting point for 30 days
IN_117_018	Back Point Pass [7D]
ID_117_018	Allows character to infinitely move to the position where the student card was returned for 7 days
IN_117_019	Back Point Pass [7D]
ID_117_019	Allows character to infinitely move to the position where the student card was returned for 7 days
IN_117_020	Back Point Pass [15D]
ID_117_020	Allows character to infinitely move to the position where the student card was returned for 15 days
IN_117_021	Back Point Pass [30D]
ID_117_021	Allows character to infinitely move to the position where the student card was returned for 30 days
IN_117_022	Travel Card [7D]
ID_117_022	Infinite Access to restricted areas for 7 days
IN_117_023	Travel Card [30D]
ID_117_023	Infinite Access to restricted areas for 30 days
IN_117_024	Travel Card [15D]
ID_117_024	Infinite Access to restricted areas for 15 days
IN_117_025	Travel Card [15]
ID_117_025	Access to restricted areas
IN_117_026	......................... [26]
ID_117_026	
IN_117_027	......................... [27]
ID_117_027	
IN_117_028	Travel Card [7D]
ID_117_028	Infinite Access to restricted areas for 7 days
IN_117_029	Emergency Locker Link Card [7D]
ID_117_029	Infinite direct access to the lockers from any location for 7 days
IN_117_030	Emergency Locker Link Card [15]
ID_117_030	Direct access to the lockers from any location
IN_117_031	Emergency Locker Link Card [7D]
ID_117_031	Infinite direct access to the lockers from any location for 7 days
IN_117_032	Emergency Locker Link Card [15D]
ID_117_032	Infinite direct access to the lockers from any location for 15 days
IN_117_033	Emergency Locker Link Card [30D]
ID_117_033	Infinite direct access to the lockers from any location for 30 days
IN_117_034	Oblivion Potion A
ID_117_034	Resets Skil Points 
IN_117_035	Oblivion Potion B
ID_117_035	Resets Skil Points  and randomly resets 30 Stat Points. 
IN_117_036	Oblivion Potion C
ID_117_036	Resets Skil Points  and randomly resets 60 Stat Points. 
IN_117_037	Oblivion Potion D
ID_117_037	Resets Skil Points  and randomly resets 90 Stat Points. 
IN_117_038	Oblivion Potion E
ID_117_038	Resets Skil Points  and randomly resets ALL Stat Points. 
IN_117_039	Business Store Permit [15]
ID_117_039	Opens a personal store that lets you sell items. Right-Click on this Item to use.
IN_117_040	Business Store Permit [15D]
ID_117_040	Opens a personal store that lets you sell items. Last for 15 Days. Right-Click on this Item to use.
IN_117_041	Business Store Permit [30D]
ID_117_041	Opens a personal store that lets you sell items. Last for 30 Days. Right-Click on this Item to use.
IN_117_042	Store Business Permit
ID_117_042	Enables the opening of a store to sell things by placing the permit at the shop. Items tendered for sale cannot be changed after opening.
IN_117_043	Hundred Million Ying Guigu [43]
ID_117_043	A non-expiring Kung Fu Pants. Click and Right-Click the itemt on any specified pants to synthesize.
IN_117_044	Costume Remover
ID_117_044	Left click the item and right click on an armor with applied costume to separate such costume.
IN_117_045	Travel Card [10D]
ID_117_045	Infinite access to restricted areas for 10 days
IN_117_046	Quad Power Training Rosary [1D]
ID_117_046	A training rosary that provides 4X EXP rate once worn. This rosary also allows the user to revive himself when killed without losing any Experience Points.
IN_117_047	Special Cracker A
ID_117_047	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_048	Special Cracker B
ID_117_048	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_049	Special Cracker C
ID_117_049	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_050	Special Cracker D
ID_117_050	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_051	Special Cracker E
ID_117_051	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_052	Special Cracker F
ID_117_052	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_053	Special Cracker G
ID_117_053	Left-Click and Drag the item on the target then Right-Click to use the item.
IN_117_054	Megaphone
ID_117_054	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_055	Megaphone
ID_117_055	Enter '$' sign in the chat window followed by the message to broadcast it to everyone
IN_117_056	Travel Card [7D]
ID_117_056	Infinite Access to restricted areas for 7 days
IN_117_057	Non-Drop Card
ID_117_057	
IN_117_059	Postal Card [30D]
ID_117_059	
IN_117_061	Reinforcement Bracelet
ID_117_061	Used when enhancing +4 or higher armors or weapons. Equip in Bracelet slot for small increase of enhancement success rate
IN_117_073	Personal Store Search Card (30D)
ID_117_073	(Except in the certain area) Personal Store Searching System can be opened by right clicking the item. Personal Store Search Card will be vanished when the duration of the item is expired.
IN_117_113	Pet Dual Skill Card
ID_117_113	
IN_117_118	Oblivion Potion I
ID_117_118	
IN_117_119	Oblivion Potion II
ID_117_119	
IN_117_120	Oblivion Potion III
ID_117_120	
IN_117_121	Oblivion Potion IV
ID_117_121	
IN_118_000	Premium Expand
ID_118_000	
IN_118_001	.........................[01]
ID_118_001	
IN_118_002	.........................[02]
ID_118_002	
IN_118_003	.........................[03]
ID_118_003	
IN_118_004	.........................[04]
ID_118_004	
IN_118_005	.........................[05]
ID_118_005	
IN_118_006	.........................[06]
ID_118_006	
IN_118_007	.........................[07]
ID_118_007	
IN_118_008	.........................[08]
ID_118_008	
IN_118_009	.........................[09]
ID_118_009	
IN_118_010	.........................[10]
ID_118_010	
IN_118_011	.........................[11]
ID_118_011	
IN_118_012	.........................[12]
ID_118_012	
IN_118_013	Backpack Expansion Card
ID_118_013	Permanently increases your inventory by 1 row.
IN_118_014	Backpack Expansion Card
ID_118_014	Permanently increases your inventory by 1 row.
IN_118_015	Backpack Expansion Card
ID_118_015	Permanently increases your inventory by 1 row.
IN_118_016	Locker Rental Card [7D]
ID_118_016	Increase locker space for 7 days
IN_118_017	Locker Rental Card [30D]
ID_118_017	Increase locker space for 30 days
IN_118_018	Locker Rental Card [90D]
ID_118_018	Increase locker space for 90 days
IN_118_019	Locker Rental Card [157D]
ID_118_019	Increase locker space for 15 days
IN_118_020	Locker Rental Card [60D]
ID_118_020	Increase locker space for 60 days
IN_118_021	Buddy Transmission Card [30D]
ID_118_021	Warp to a Friend's location. To use, open the Friend window by pressing 'F'. Select the friend you wish to warp to then click on the 'Move' button located on the lower part of the window. This Item lasts for 30 days upon purchase.
IN_118_022	Buddy Transmission Card [15D]
ID_118_022	Warp to a Friend's location. To use, open the Friend window by pressing 'F'. Select the friend you wish to warp to then click on the 'Move' button located on the lower part of the window. This Item lasts for 15 days upon purchase.
IN_118_023	New Character Card
ID_118_023	Permanently increases the maximum number of characters you can created under account.
IN_118_024	Buddy Transmission Card
ID_118_024	Warp to a Friend's location. To use, open the Friend window by pressing 'F'. Select the friend you wish to warp to then click on the 'Move' button located on the lower part of the window. This Item does not expire.
IN_118_025	Buddy Transmission Card [7D]
ID_118_025	Warp to a Friend's location. To use, open the Friend window by pressing 'F'. Select the friend you wish to warp to then click on the 'Move' button located on the lower part of the window. This Item lasts for 7 days upon purchase.
IN_118_026	Temp
ID_118_026	
IN_118_027	Temp
ID_118_027	
IN_118_028	Hair Style Card
ID_118_028	
IN_118_029	Hair Color Card
ID_118_029	
IN_118_030	Buddy Transmission Card [7D]
ID_118_030	Warp to a Friend's location. To use, open the Friend window by pressing 'F'. Select the friend you wish to warp to then click on the 'Move' button located on the lower part of the window. This Item lasts for 7 days upon purchase.
IN_118_033	Costume Color Card
ID_118_033	While wearing the costume to change its color, select the card with left mouse click and then right click while cursor is placed above the costume.
IN_118_045	Buddy Transmission Card [10]
ID_118_045	
IN_119_000	Premium Item [Etc]
ID_119_000	
IN_119_001	Fine Gift Box A
ID_119_001	Right-Click item to unpack.
IN_119_002	Gift box
ID_119_002	Right-Click item to unpack.
IN_119_003	Fine Gift Box C
ID_119_003	Right-Click item to unpack.
IN_119_004	Set Gift Box
ID_119_004	Right-Click item to unpack.
IN_119_005	Wish Gift
ID_119_005	Right-Click item to unpack.
IN_119_006	Lux Gift Box
ID_119_006	Right-Click item to unpack.
IN_119_007	High Gift box
ID_119_007	Right-Click item to unpack.
IN_119_008	Fine Gift Box
ID_119_008	Right-Click item to unpack.
IN_119_009	Gift Box Set
ID_119_009	Right-Click item to unpack.
IN_119_010	Model Scroll
ID_119_010	Change hairstyle
IN_119_011	IN_119_011
ID_119_011	
IN_119_012	IN_119_012
ID_119_012	
IN_119_013	IN_119_013
ID_119_013	
IN_119_014	IN_119_014
ID_119_014	
IN_119_015	IN_119_015
ID_119_015	
IN_119_016	Bridegroom Suit Gift Box [M] [3H]
ID_119_016	The moment in life when a guy is the most handsome, his stunning appearance will definitely cause the bride to swoon with delight.
IN_119_017	Bridegroom Overcoat [M] [3H]
ID_119_017	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [top], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_018	Bridegroom Pants [M] [3H]
ID_119_018	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [bottom], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_019	Bridegroom Black Leather Shoes [M] [3H]
ID_119_019	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [shoes], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_020	Bridegroom White Glove [M] [3H]
ID_119_020	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [glove], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_021	Bridal Gown Gift Box [F] [3H]
ID_119_021	The moment in life when a lady is the most beautiful, the heavenly look will make the bridegroom swoon with delight!
IN_119_022	Bridal Silk Top [F] [3H]
ID_119_022	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [top], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_023	Bridal Linen Skirt [F] [3H]
ID_119_023	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [bottom], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_024	Bridal Glove [F] [3H]
ID_119_024	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [shoes], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_025	Bridal Crown [F] [3H]
ID_119_025	After you have chosen the item by left-clicking on it, place the mouse cursor over the clothing [headgear], then right-click to initiate the merging. Although the item still can be used without merging it with the others in the set, but the item alone does not  have any defensive power.
IN_119_026	Bridal Bouquet [F] [3H]
ID_119_026	A bouquet representing happiness. [Not mergeable]
IN_119_027	Wedding Gift Box [1D]
ID_119_027	Right-Click item to unpack.
IN_119_028	Lottery Box A
ID_119_028	
IN_119_029	Lottary Box B
ID_119_029	
IN_119_030	Newbie Gift Box
ID_119_030	Right-Click to Use. [Contains Aluminum Stick [30D], Necklace Box, Bread [100]]
IN_119_031	lotto A
ID_119_031	
IN_119_032	lotto B
ID_119_032	
IN_119_033	Tipid-Travel Kit
ID_119_033	
IN_119_034	The Easy-Joe Japorms Kit
ID_119_034	
IN_119_035	Bling-Bling Set
ID_119_035	
IN_119_036	The Journeman's Pack
ID_119_036	
IN_119_037	(KKK) Kumikitang Kabuhayan Kit 1
ID_119_037	
IN_119_038	Sexy Chic Set
ID_119_038	
IN_119_039	Spy Girl Set
ID_119_039	
IN_119_040	Mr_Suave Set
ID_119_040	
IN_119_041	The Agent 007 Set
ID_119_041	
IN_119_042	West Seiryuu (Dragon) Set
ID_119_042	
IN_119_043	North Genbu (Tortoise) Set
ID_119_043	
IN_119_044	South Suzaku (Archer) Set
ID_119_044	
IN_119_045	East Tiger (Brawler) Set
ID_119_045	
IN_119_046	Novice Student Kit
ID_119_046	
IN_119_047	Intermediate Student Kit
ID_119_047	
IN_119_048	Wedding Package
ID_119_048	
IN_119_060	X'mas Weapon Trade Ticket[15D]
ID_119_060	
IN_119_061	X'mas Lottery Box
ID_119_061	
IN_119_142	Shibuya Entry Card[7D]
ID_119_142	
IN_119_143	Shibuya Entry Card Box[7D]
ID_119_143	
IN_119_144	ShibuyaII Entry Card[7D]
ID_119_144	
IN_119_145	ShibuyaII Entry Card Box[7D]
ID_119_145	
IN_119_146	ShibuyaIII Entry Card[7D]
ID_119_146	
IN_119_147	ShibuyaIII Entry Card Box[7D]
ID_119_147	
IN_120_000	Lottery Coins
ID_120_000	
IN_120_001	Lucky Number [1]
ID_120_001	Get a reward if card number matches the one announced
IN_120_002	LuckyNumber [2]
ID_120_002	Get a reward if card number matches the one announced
IN_120_003	Lucky Number [3]
ID_120_003	Get a reward if card number matches the one announced
IN_120_004	Lucky Number [4]
ID_120_004	Get a reward if card number matches the one announced
IN_120_005	Lucky Number [5]
ID_120_005	Get a reward if card number matches the one announced
IN_120_006	Lucky Number [6]
ID_120_006	Get a reward if card number matches the one announced
IN_120_007	Lucky Number [7]
ID_120_007	Get a reward if card number matches the one announced
IN_120_008	Lucky Number [8]
ID_120_008	Get a reward if card number matches the one announced
IN_120_009	Lucky Number [9]
ID_120_009	Get a reward if card number matches the one announced
IN_120_010	Lucky Number [10]
ID_120_010	Get a reward if card number matches the one announced
IN_120_011	Lucky Number [11]
ID_120_011	Get a reward if card number matches the one announced
IN_120_012	Lucky Number [12]
ID_120_012	Get a reward if card number matches the one announced
IN_120_013	Lucky Number [13]
ID_120_013	Get a reward if card number matches the one announced
IN_120_014	Lucky Number [14]
ID_120_014	Get a reward if card number matches the one announced
IN_120_015	Lucky Number [15]
ID_120_015	Get a reward if card number matches the one announced
IN_120_016	Lucky Number [16]
ID_120_016	Get a reward if card number matches the one announced
IN_120_017	Lucky Number [17]
ID_120_017	Get a reward if card number matches the one announced
IN_120_018	Lucky Number [18]
ID_120_018	Get a reward if card number matches the one announced
IN_120_019	Lucky Number [19]
ID_120_019	Get a reward if card number matches the one announced
IN_120_020	Lucky Number [20]
ID_120_020	Get a reward if card number matches the one announced
IN_120_021	Phoenix Lottery Box
ID_120_021	A mysterious box granted by the Phoenix Guardian. It randomly generates 1 item. Some say that they got a Crafter's Pouch and others an Oblivion Potion E. Right click to use.
IN_120_022	Temp(PH_anniversary)
ID_120_022	
IN_120_023	Mystic Ring_NOTSALE
ID_120_023	
IN_120_024	Mystic Ring[7D]
ID_120_024	The ring handed down by the Mystic Guardian possessing great power. DEF +2, resistance +5, HP MP SP recovery rate +0.30%. Valid for seven days.
IN_120_025	Mystic Ring[15D]
ID_120_025	The ring handed down by the Mystic Guardian possessing great power. DEF +2, resistance +5, HP MP SP recovery rate +0.30%. Valid for fifteen days.
IN_120_026	Mystic Ring[30D]
ID_120_026	The ring handed down by the Mystic Guardian possessing great power. DEF +2, resistance +5, HP MP SP recovery rate +0.30%. Valid for thirty days.
IN_120_027	Sacred Tiara_NOTSALE
ID_120_027	
IN_120_028	Sacred Tiara[7D]
ID_120_028	Blessed by the guardian of Sacred Gate, this tiara possesses great power granting its female users DEF +9,  Evasion Rate +9, Resistance +9, Hp + MP+ SP Recovery Rate +0.30%.  Valid for seven days.
IN_120_029	Sacred Tiara[15D]
ID_120_029	Blessed by the guardian of Sacred Gate, this tiara possesses great power granting its female users DEF +9,  Evasion Rate +9, Resistance +9, Hp + MP+ SP Recovery Rate +0.30%.  Valid for fifteen days.
IN_120_030	Sacred Tiara[30D]
ID_120_030	Blessed by the guardian of Sacred Gate, this tiara possesses great power granting its female users DEF +9,  Evasion Rate +9, Resistance +9, Hp + MP+ SP Recovery Rate +0.30%.  Valid forthirty days.
IN_121_000	Gamble Boxes
ID_121_000	
IN_121_001	Rosary Box
ID_121_001	A box that may contain ball type items
IN_121_002	Grinds Box
ID_121_002	A box that may contain grind type items
IN_121_003	Necklace Box
ID_121_003	A box that may contain necklaces
IN_121_007	Copper Ring Box
ID_121_007	A box that may contain copper rings
